# q = 3
# Integers covered = [1, 2150418490766337)
# 2150418490766337 ~ 3^32.14
# every order is realizable with ordinary AV
# every order is realizable with squarefree AV
# total wall time = 29.24 seconds
#
# Each line has the following format:
# a:b:c:pol:r:mu_ord_lower:construction
# where:
# - a, b, c, r are integers
# - pol is a list of lists of integers, each list represents a monic Weil polynomial of degree 2n given by their n+1 leading coefficients,
# - mu_ord_lower is a real number
# - construction is a string in {'hat', 'logexp', 'exhaust', 'small'}
#
# For each (monic) Weil polynomial h(x) represented by pol we have h(1) = c.
# For construction is {logexp', 'exhaust', 'small'} we have mu_ord_lower = 0 and mu_ord_lower doesn't play a role.
#
# There are four cases, depending on the string construction:
# - 'hat'
# In this case, the row represents the output of Construction 9.5.
# Precisely, the list poly only represents one polynomial h(x) obtained via Construction 9.1,
# and the nth-coefficient of h is coprime to p.
# Let S_h be the set of integral polynomials obtained by integrally modifying
# the coefficients x^n, ..., x^(n + (r-1)) by at most floor(q/2) of h(x), and
# the lower coefficients accordingly to keep the q-symmetry.
# One can then realize every integer in [a, b) as f(1) with f in S_h.
# mu_ord_lower is a lower bound for mu_ord as defined in Section 9.
#
# - 'logexp'
# In this case, r=1, and poly  represents two Weil polynomials h0(x) and h1(x), such that
# (a) h0^[n] != h1^[n] mod p, and thus every number in [a, b) may be represented by an order of
# a squarefree ordinary abelian variety.
# (b) {h0, h1} < {g, g^+, g^-}, where g(x) = hat(h(x)) where h(x) is the polynomial
# produced by Construction 9.1 Steps 1-5, and g^+/- =  g(x) +/- (qx^{n-1} - (q+1)x^n + x^{n+1}).
# Furthermore, mu_ord_lower = 0 and mu_ord_lower doesn't play a role.
#
# - 'exhaust'
# As in 'logexp', but condition (b) is replaced with:
# (b') h0 and h1 have the same (n-1) leading coefficients as hat(h(x))
#
# - 'small'
# In this case the polynomials were generated from exhaustive search in low dimension.
# If the length of poly is 2, then condition (a) from 'logexp' holds and the polynomials were generated from exhaustive search in low dimension.
# If the length of poly is 1, ordinariness or squarefreeness might fail.
#
1:2:1:[[1]]:0:0:small
2:4:3:[[1, -1], [1, -4, 9]]:1:0:small
3:7:4:[[1, -3, 6], [1, -2, 2]]:1:0:logexp
5:13:8:[[1, -1, 2], [1, 0, -2]]:1:0:logexp
9:12:10:[[1, -3, 4, -4], [1, -3, 5, -8]]:1:0:logexp
11:16:13:[[1, -2, 0, 5], [1, -2, 1, 1]]:1:0:logexp
14:25:17:[[1, -1, -1, 3], [1, -1, 0, -1]]:1:0:logexp
18:31:25:[[1, 0, -1, 1], [1, 0, 0, -3]]:1:0:logexp
26:32:28:[[1, -3, 4, -4, 6], [1, -3, 4, -3, 2]]:1:0:logexp
29:37:33:[[1, -3, 5, -6, 9], [1, -3, 5, -5, 5]]:1:0:logexp
34:44:39:[[1, -2, 1, 1, -1], [1, -2, 1, 2, -5]]:1:0:logexp
40:55:46:[[1, -2, 3, -4, 6], [1, -2, 3, -3, 2]]:1:0:logexp
47:66:54:[[1, -1, 0, 0, 0], [1, -1, 0, 1, -4]]:1:0:logexp
55:56:55:[[1, -1, 0, 0, 1]]:0:0.0633833718789870:hat
56:79:66:[[1, -1, 2, -4, 8], [1, -1, 2, -3, 4]]:1:0:logexp
67:68:67:[[1, -1, 2, -2, 1]]:0:0.0191838569681030:hat
68:91:74:[[1, 0, -1, 0, 2], [1, 0, -1, 1, -2]]:1:0:logexp
75:88:81:[[1, 0, 0, 0, -1]]:2:0.529772132492345:hat
82:87:84:[[1, 0, 0, 1, -2]]:1:0.281766487206914:hat
85:90:87:[[1, 0, 1, -1, -1]]:1:0.130916311179000:hat
88:100:93:[[1, -3, 5, -6, 3, 3], [1, -3, 5, -6, 4, -1]]:1:0:logexp
94:110:102:[[1, -3, 6, -10, 13, -16], [1, -3, 6, -10, 14, -20]]:1:0:logexp
103:108:105:[[1, 1, 0, -1, -1]]:1:0.132391353940961:hat
106:123:113:[[1, -2, 1, 1, -2, 3], [1, -2, 1, 1, -1, -1]]:1:0:logexp
114:134:121:[[1, -2, 2, -2, 2, -3], [1, -2, 2, -2, 3, -7]]:1:0:logexp
122:123:122:[[1, -2, 2, -2, 2, -2]]:0:0.0457269702086456:hat
123:124:123:[[1, -2, 2, -2, 3, -5]]:0:0.0606130364549020:hat
124:125:124:[[1, -2, 2, -1, -1, 2]]:0:0.0331437864252866:hat
125:130:127:[[1, -2, 2, -1, 0, 1]]:1:0.0999555467623806:hat
128:133:130:[[1, -2, 2, 0, -2, 2]]:1:0.114482765044026:hat
131:136:133:[[1, -2, 3, -5, 8, -13]]:1:0.0976993745795590:hat
134:139:136:[[1, -2, 3, -4, 4, -4]]:1:0.152232316394140:hat
137:142:139:[[1, -2, 3, -3, 1, 1]]:1:0.171642660722341:hat
140:145:142:[[1, -2, 3, -3, 3, -4]]:1:0.124119372500730:hat
143:144:143:[[1, -2, 3, -3, 4, -7]]:0:0.0341239109792547:hat
144:149:146:[[1, -2, 3, -2, 0, 2]]:1:0.112014837974710:hat
147:152:149:[[1, -1, -1, 2, -1, -1]]:1:0.0916192799396580:hat
150:155:152:[[1, -1, -1, 2, 0, -2]]:1:0.170655376095748:hat
153:158:155:[[1, -1, -1, 3, -2, -1]]:1:0.172958258558412:hat
156:161:158:[[1, -1, 0, -1, 2, -2]]:1:0.148860662461725:hat
159:172:165:[[1, -1, 0, 0, 1, -1]]:2:0.256997462791709:hat
166:199:182:[[1, -1, 1, -1, 1, -2]]:3:0.371082884683938:hat
183:196:189:[[1, -1, 1, 0, 0, -1]]:2:0.320041096520936:hat
190:203:196:[[1, -1, 2, -3, 3, -4]]:2:0.253986401465015:hat
197:230:213:[[1, 0, -1, -1, 2, -1]]:3:0.374196236842193:hat
214:227:220:[[1, 0, -1, 0, 2, -4]]:2:0.361717787380437:hat
221:254:237:[[1, 0, 0, -1, 1, -1]]:3:0.479030268428451:hat
238:271:254:[[1, 0, 0, 1, 1, -4]]:3:0.445510579991407:hat
13980262051407:14827550660900:14403906356153:[[1, -1, -1, 2, 1, -3, -1, 3, 1, -3, -1, 3, 0, 0, 1, -3, -2, 6, 3, -8, -8, 11, 11, -13, -10, 9, 10, -1, -17]]:25:0.413757773114724:hat
14403906356154:15251194965647:14827550660900:[[1, -1, 0, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, -1, 1, 3, -5, 3, -3, 5, -10]]:25:0.371075946059546:hat
14827550660901:15674839270394:15251194965647:[[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 1, -1, -1, 1, -1]]:25:0.422642218576728:hat
15251194965648:17793060794029:16522127879838:[[1, -1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, -1, 2, -2, 3, -3, 5, -5, 4]]:26:0.511959934031241:hat
16522127879839:19063993708220:17793060794029:[[1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 1, 0, 2, 1, -7]]:26:0.577336747773754:hat
17793060794030:20334926622411:19063993708220:[[1, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 0, -2, 3, -4, 4, -3, 2, -2]]:26:0.561038841097761:hat
19063993708221:26689591193262:22876792450741:[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 1, -1, 0, -1, 0, 1]]:27:0.999966843632086:hat
22876792450742:23159221987271:23018007219006:[[1, -3, 4, -4, 4, -3, 2, -2, 2, -2, 2, -2, 1, 3, -6, 6, -5, 0, 7, -11, 14, -14, 11, -9, 7, -8, 10, -7, 6, -10]]:24:0.130698728578187:hat
23018007219007:23300436755536:23159221987271:[[1, -3, 4, -4, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 7, -4, 1, 1, -4, 8, -10, 11, -15, 23]]:24:0.125830963417553:hat
23159221987272:23441651523801:23300436755536:[[1, -3, 4, -4, 5, -6, 6, -6, 6, -6, 5, -1, -1, -3, 5, -1, -2, 2, -2, 2, -2, 0, 3, 1, -9, 7, 2, -2, -7, 16]]:24:0.143646665817115:hat
23300436755537:23582866292066:23441651523801:[[1, -3, 4, -4, 6, -10, 12, -13, 18, -25, 28, -29, 34, -41, 44, -45, 50, -57, 60, -61, 65, -69, 70, -74, 84, -93, 98, -106, 120, -163]]:24:0.140408142068973:hat
23441651523802:24288940133295:23865295828548:[[1, -3, 4, -3, 1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 6, -9, 10, -7, 1, 5, -10, 14, -20]]:25:0.152232134080442:hat
23865295828549:24712584438042:24288940133295:[[1, -3, 4, -3, 3, -7, 13, -16, 16, -17, 22, -30, 37, -40, 40, -41, 46, -54, 61, -63, 58, -53, 56, -65, 68, -60, 50, -48, 53, -73]]:25:0.172782717072747:hat
24288940133296:25136228742789:24712584438042:[[1, -3, 4, -2, -2, 5, -6, 6, -6, 6, -6, 5, 1, -14, 28, -32, 22, -7, -4, 13, -26, 39, -44, 41, -32, 10, 30, -72, 91, -112]]:25:0.174204999067046:hat
24712584438043:25559873047536:25136228742789:[[1, -3, 4, -2, -1, 3, -5, 9, -12, 11, -7, 2, 8, -24, 36, -33, 22, -15, 7, 16, -46, 65, -72, 75, -60, 15, 38, -67, 87, -139]]:25:0.184472089899108:hat
25136228742790:25418658279319:25277443511054:[[1, -3, 5, -7, 7, -3, -4, 12, -19, 21, -16, 7, 6, -21, 32, -39, 40, -29, 7, 23, -59, 89, -99, 87, -48, -18, 88, -144, 174, -220]]:24:0.147169987122114:hat
25277443511055:25559873047584:25418658279319:[[1, -3, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 7, -4, 1, 1, -1, -2, 4, -4, 2, 1]]:24:0.150997687835418:hat
25418658279320:26265946888813:25842302584066:[[1, -3, 5, -7, 9, -10, 10, -10, 10, -10, 10, -10, 10, -10, 10, -10, 10, -10, 10, -10, 9, -6, 3, 0, -5, 10, -14, 19, -24, 32]]:25:0.180769677395127:hat
25842302584067:26689591193560:26265946888813:[[1, -3, 5, -6, 4, 2, -10, 17, -19, 13, 0, -15, 24, -21, 7, 12, -24, 20, -2, -21, 36, -32, 10, 19, -38, 34, -9, -23, 40, -47]]:25:0.188675662832720:hat
26265946888814:27113235498307:26689591193560:[[1, -3, 5, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 5, -2, -1, 3, -3, 1, 3, -8, 13, -22]]:25:0.202565251579023:hat
26689591193561:27536879803054:27113235498307:[[1, -3, 5, -6, 7, -8, 7, -3, 0, -1, 5, -9, 13, -17, 20, -19, 14, -7, 5, -10, 16, -16, 13, -11, 10, -7, 5, -7, 17, -37]]:25:0.226092605186031:hat
27113235498308:27960524107801:27536879803054:[[1, -3, 5, -5, 2, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -4, 8, -9, 9, -9, 8, -7, 5, -4]]:25:0.232151592648929:hat
27536879803055:28384168412548:27960524107801:[[1, -3, 5, -5, 4, -5, 9, -12, 11, -8, 9, -13, 15, -10, 3, -1, 5, -7, 1, 9, -11, 5, 1, 3, -9, 6, 7, -18, 17, -17]]:25:0.241650529238625:hat
27960524107802:28807812717295:28384168412548:[[1, -3, 6, -10, 13, -14, 13, -8, 0, 8, -15, 17, -12, 3, 10, -25, 36, -43, 45, -41, 37, -33, 26, -19, 10, 2, -11, 17, -16, 10]]:25:0.222971901142009:hat
28384168412549:30926034240930:29655101326739:[[1, -3, 6, -9, 11, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -13, 14, -15, 15, -14, 14, -14, 14, -17]]:26:0.270082332714945:hat
29655101326740:30502389936233:30078745631486:[[1, -2, 1, -1, 4, -6, 6, -6, 7, -12, 18, -17, 16, -25, 35, -39, 43, -48, 59, -77, 85, -86, 102, -124, 136, -147, 161, -179, 206, -280]]:25:0.186072572654023:hat
30078745631487:30926034240980:30502389936233:[[1, -2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, 1, -5, 3, 2, -2, -1]]:25:0.178630048343879:hat
30502389936234:31349678545727:30926034240980:[[1, -2, 1, 0, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 3, 0, -2, 1, 0, -1, 2, -2]]:25:0.208401735295616:hat
30926034240981:31773322850474:31349678545727:[[1, -2, 1, 1, -3, 4, -4, 3, 2, -9, 11, -6, -2, 9, -12, 11, -5, -7, 16, -13, 0, 12, -12, 3, 6, -15, 23, -17, -8, 35]]:25:0.202822170613229:hat
31349678545728:32196967155221:31773322850474:[[1, -2, 1, 1, -2, 2, -2, 2, -2, 2, -2, 1, 4, -11, 13, -8, 1, 2, -3, 8, -15, 17, -17, 18, -8, -16, 36, -39, 31, -32]]:25:0.230436195226425:hat
31773322850475:34315188678856:33044255764665:[[1, -2, 1, 2, -4, 3, 1, -4, 3, 1, -4, 3, 1, -4, 3, 1, -4, 3, 1, -4, 3, -1, 2, -2, -1, 5, -5, -1, 6, -7]]:26:0.286697340394262:hat
33044255764666:35586121593047:34315188678856:[[1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 4, -5, 6, -5, 5, -5, 5, -8]]:26:0.267945837314661:hat
34315188678857:36857054507238:35586121593047:[[1, -2, 2, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, -2, 0, 1, 1, -4, 6, -7]]:26:0.319511679389358:hat
35586121593048:38127987421429:36857054507238:[[1, -2, 2, 0, -2, 1, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -5, 7, -3, -6, 11, -6, -7, 20]]:26:0.382019479225851:hat
36857054507239:39398920335620:38127987421429:[[1, -2, 3, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -5, 6, -7, 9, -10, 11, -11, 10, -13]]:26:0.357262396197509:hat
38127987421430:40669853249811:39398920335620:[[1, -2, 3, -3, 2, -2, 2, -2, 2, -2, 2, -1, -3, 6, -6, 5, -2, 2, -1, -2, 2, -3, 4, -6, 12, -15, 15, -16, 11, -10]]:26:0.408462566948266:hat
39398920335621:41940786164002:40669853249811:[[1, -2, 3, -2, -1, 5, -8, 7, -2, -6, 13, -15, 9, 4, -19, 28, -24, 5, 23, -47, 52, -30, -15, 63, -90, 75, -19, -58, 120, -175]]:26:0.395977007025261:hat
40669853249812:43211719078193:41940786164002:[[1, -1, -1, 2, -2, 1, 3, -5, 1, 2, -3, 6, -4, -3, 7, -11, 10, 7, -21, 15, -3, -12, 27, -18, -3, 13, -28, 36, -5, -34]]:26:0.342723064172672:hat
41940786164003:44482651992384:43211719078193:[[1, -1, -1, 2, 1, -3, -1, 3, 1, -3, -1, 3, 0, 0, 1, -3, -2, 6, 4, -12, -5, 14, 7, -17, -4, 15, 3, -9, 1, -1]]:26:0.413748546002396:hat
43211719078194:45753584906575:44482651992384:[[1, -1, 0, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 2, -4, 4, -5, 7, -9, 10, -9, 10]]:26:0.371082802373684:hat
44482651992385:47024517820766:45753584906575:[[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, -2, 1, 1, -1, 0, 0, 1]]:26:0.422646675770846:hat
45753584906576:53379182391617:49566383649096:[[1, -1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 4, -4, 4, -5, 6, -6, 7, -10]]:27:0.511962831517101:hat
49566383649097:57191981134138:53379182391617:[[1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, -2, 2, -2, 1, 1, -2, -1]]:27:0.577345154332276:hat
53379182391618:61004779876659:57191981134138:[[1, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 4, -4, 4, -3, 1, -1, -1, 2]]:27:0.561034441490017:hat
57191981134139:80068773589156:68630377361647:[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, 0, 0, 2, -1]]:28:0.999988035049909:hat
68630377361648:69477665971141:69054021666394:[[1, -3, 4, -4, 4, -3, 2, -2, 2, -2, 2, -2, 1, 3, -6, 6, -5, 0, 7, -11, 15, -19, 22, -23, 19, -15, 11, -3, -3, 10, -22]]:25:0.130699647280182:hat
69054021666395:69901310275888:69477665971141:[[1, -3, 4, -4, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -9, 12, -13, 9, -6, 8, -8, 3, 2, -7]]:25:0.125831703296282:hat
69477665971142:70324954580635:69901310275888:[[1, -3, 4, -4, 5, -6, 6, -6, 6, -6, 5, -1, -1, -3, 5, -1, -2, 2, -2, 2, -1, -4, 8, -1, -6, -3, 14, -12, 4, 3, -8]]:25:0.143646492308444:hat
69901310275889:70748598885382:70324954580635:[[1, -3, 4, -4, 6, -10, 12, -13, 18, -25, 28, -29, 34, -41, 44, -45, 50, -57, 60, -61, 66, -74, 81, -88, 97, -109, 125, -143, 160, -178, 239]]:25:0.140408505880619:hat
70324954580636:72866820409017:71595887494826:[[1, -3, 4, -3, 1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 2, -4, 5, -8, 11, -11, 9, -7, 8]]:26:0.152232638658211:hat
71595887494827:74137753323208:72866820409017:[[1, -3, 4, -3, 3, -7, 13, -16, 16, -17, 22, -30, 37, -40, 40, -41, 46, -54, 61, -63, 58, -52, 54, -65, 75, -74, 62, -53, 62, -88, 133]]:26:0.172781992216805:hat
72866820409018:75408686237399:74137753323208:[[1, -3, 4, -2, -2, 5, -6, 6, -6, 6, -6, 5, 1, -14, 28, -32, 22, -7, -3, 7, -13, 26, -42, 52, -47, 25, 8, -37, 49, -46, 52]]:26:0.174201373999660:hat
74137753323209:76679619151590:75408686237399:[[1, -3, 4, -2, -1, 3, -5, 9, -12, 11, -7, 2, 8, -24, 36, -33, 22, -15, 7, 17, -51, 73, -75, 66, -43, -4, 61, -97, 111, -127, 175]]:26:0.184472838395479:hat
75408686237400:76255974846893:75832330542146:[[1, -3, 5, -7, 7, -3, -4, 12, -19, 21, -16, 7, 6, -21, 32, -39, 40, -29, 7, 23, -58, 85, -93, 80, -41, -18, 79, -133, 166, -159, 170]]:25:0.147168905307496:hat
75832330542147:76679619151640:76255974846893:[[1, -3, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 7, -6, 7, -9, 12, -16, 20, -23, 29]]:25:0.150996817645191:hat
76255974846894:78797840675275:77526907761084:[[1, -3, 5, -7, 9, -10, 10, -10, 10, -10, 10, -10, 10, -10, 10, -10, 10, -10, 10, -10, 10, -10, 9, -8, 9, -10, 9, -7, 3, 5, -14]]:26:0.180768945831244:hat
77526907761085:80068773589466:78797840675275:[[1, -3, 5, -6, 4, 2, -10, 17, -19, 13, 0, -15, 24, -21, 7, 12, -24, 20, -2, -21, 36, -31, 8, 20, -38, 35, -13, -13, 26, -18, 5]]:26:0.188677709659619:hat
78797840675276:81339706503657:80068773589466:[[1, -3, 5, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 5, -3, 0, 2, -1, -2, 5, -6, 8]]:26:0.202563187376658:hat
80068773589467:82610639417848:81339706503657:[[1, -3, 5, -6, 7, -8, 7, -3, 0, -1, 5, -9, 13, -17, 20, -19, 14, -7, 5, -10, 16, -15, 11, -10, 9, -1, -8, 8, 1, -7, 5]]:26:0.226090309421729:hat
81339706503658:83881572332039:82610639417848:[[1, -3, 5, -5, 2, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -3, 6, -9, 14, -17, 12, 2, -18, 24, -26]]:26:0.232149538097181:hat
82610639417849:85152505246230:83881572332039:[[1, -3, 5, -5, 4, -5, 9, -12, 11, -8, 9, -13, 15, -10, 3, -1, 5, -7, 1, 9, -10, 1, 6, 3, -19, 20, 0, -19, 12, 11, -29]]:26:0.241647357798279:hat
83881572332040:86423438160421:85152505246230:[[1, -3, 6, -10, 13, -14, 13, -8, 0, 8, -15, 17, -12, 3, 10, -25, 36, -43, 45, -41, 38, -38, 38, -41, 45, -45, 43, -36, 20, -4, -4]]:26:0.222971954884220:hat
85152505246231:92778102731272:88965303988751:[[1, -3, 6, -9, 11, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -12, 11, -9, 6, -2, -3, 9, -15, 21, -31]]:27:0.270085105665262:hat
88965303988752:91507169817133:90236236902942:[[1, -2, 1, -1, 4, -6, 6, -6, 7, -12, 18, -17, 16, -25, 35, -39, 43, -48, 59, -77, 86, -90, 107, -128, 147, -170, 189, -210, 246, -282, 376]]:26:0.186072148902894:hat
90236236902943:92778102731324:91507169817133:[[1, -2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, 0, -3, 3, -2, 2, 1, -7]]:26:0.178631601348509:hat
91507169817134:94049035645515:92778102731324:[[1, -2, 1, 0, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 0, 2, -5, 5, -2, 1, -4, 8]]:26:0.208403903064686:hat
92778102731325:95319968559706:94049035645515:[[1, -2, 1, 1, -3, 4, -4, 3, 2, -9, 11, -6, -2, 9, -12, 11, -5, -7, 17, -18, 8, 6, -13, 14, -12, 7, 4, -16, 15, -1, -13]]:26:0.202814123448890:hat
94049035645516:96590901473897:95319968559706:[[1, -2, 1, 1, -2, 2, -2, 2, -2, 2, -2, 1, 4, -11, 13, -8, 1, 2, -2, 3, -8, 16, -24, 27, -18, -2, 21, -27, 24, -26, 40]]:26:0.230429167114267:hat
95319968559707:102945566044748:99132767302227:[[1, -2, 1, 2, -4, 3, 1, -4, 3, 1, -4, 3, 1, -4, 3, 1, -4, 3, 1, -4, 3, 0, 0, -2, 3, -1, -4, 7, -4, -2, 5]]:27:0.286699249724425:hat
99132767302228:106758364787269:102945566044748:[[1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 1, -3, 4, -5, 7, -8, 10, -16]]:27:0.267947755165210:hat
102945566044749:110571163529790:106758364787269:[[1, -2, 2, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 3, -5, 6, -6, 6, -5, 2, 1]]:27:0.319514661157584:hat
106758364787270:114383962272311:110571163529790:[[1, -2, 2, 0, -2, 1, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -3, 4, -2, 0, 1, -3, 4, -1, -4]]:27:0.382014688241674:hat
110571163529791:118196761014832:114383962272311:[[1, -2, 3, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 3, -1, -1, 3, -5, 5, -6, 8, -11]]:27:0.357264070437500:hat
114383962272312:122009559757353:118196761014832:[[1, -2, 3, -3, 2, -2, 2, -2, 2, -2, 2, -1, -3, 6, -6, 5, -2, 2, -1, -2, 2, -2, 2, -5, 11, -15, 13, -11, 7, -2, 2]]:27:0.408462773964122:hat
118196761014833:125822358499874:122009559757353:[[1, -2, 3, -2, -1, 5, -8, 7, -2, -6, 13, -15, 9, 4, -19, 28, -24, 5, 23, -47, 52, -30, -13, 59, -84, 72, -23, -45, 102, -118, 131]]:27:0.395975643514863:hat
122009559757354:129635157242395:125822358499874:[[1, -1, -1, 2, -2, 1, 3, -5, 1, 2, -3, 6, -4, -3, 7, -11, 10, 7, -21, 15, -2, -15, 27, -13, -8, 15, -24, 24, 4, -27, 38]]:27:0.342720079495200:hat
125822358499875:133447955984916:129635157242395:[[1, -1, -1, 2, 1, -3, -1, 3, 1, -3, -1, 3, 0, 0, 1, -3, -2, 6, 4, -12, -5, 15, 5, -17, -2, 15, 0, -8, 2, 2, -7]]:27:0.413749734556008:hat
129635157242396:137260754727437:133447955984916:[[1, -1, 0, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 1, -2, 0, 3, -1, -3, 3, -4]]:27:0.371081722883410:hat
133447955984917:141073553469958:137260754727437:[[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, 0, 0, -2, 1, -1, 1, -1]]:27:0.422649328472825:hat
137260754727438:160137547182455:148699150954946:[[1, -1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 1, -2, 2, -4, 4, -3, 3, -2]]:28:0.511964629016839:hat
148699150954947:171575943409964:160137547182455:[[1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, -1, 2, -1]]:28:0.577352396031916:hat
160137547182456:183014339637473:171575943409964:[[1, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 2, -2, 1, -1, 2, -3, 4]]:28:0.561032780006327:hat
171575943409965:240206320774906:205891132092435:[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 1]]:29:0.999996142311417:hat
205891132092436:208432997920817:207162065006626:[[1, -3, 4, -4, 4, -3, 2, -2, 2, -2, 2, -2, 1, 3, -6, 6, -5, 0, 7, -11, 15, -18, 17, -13, 8, -6, 6, -7, 9, -3, -8, 16]]:26:0.130699866165639:hat
207162065006627:209703930835008:208432997920817:[[1, -3, 4, -4, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -9, 11, -12, 13, -17, 22, -25, 29, -41]]:26:0.125831322622643:hat
208432997920818:210974863749199:209703930835008:[[1, -3, 4, -4, 5, -6, 6, -6, 6, -6, 5, -1, -1, -3, 5, -1, -2, 2, -2, 2, -1, -4, 9, -3, -7, 2, 12, -15, 6, 3, -7, 10]]:26:0.143647348610108:hat
209703930835009:212245796663390:210974863749199:[[1, -3, 4, -4, 6, -10, 12, -13, 18, -25, 28, -29, 34, -41, 44, -45, 50, -57, 60, -61, 66, -73, 76, -78, 85, -93, 98, -106, 118, -124, 125, -161]]:26:0.140408906892408:hat
